"run" "growth_rate" "warfare_pressure" "carrying_capacity" "yearly_warfare_mortality" "sizeX" "allow_matrilocal" "matrilocal_pressure" "change_residence_pause" "sizeY" "newborn_male_bias" "preferred_marriage_weight"
139 0.7 100 1000 0.045 5 1 0.1 0 10 116 0.5
140 0.8 100 1000 0.045 5 1 0.1 0 10 116 0.5
141 0.4 200 1000 0.045 5 1 0.1 0 10 116 0.5
142 0.5 200 1000 0.045 5 1 0.1 0 10 116 0.5
143 0.6 200 1000 0.045 5 1 0.1 0 10 116 0.5
144 0.7 200 1000 0.045 5 1 0.1 0 10 116 0.5
145 0.8 200 1000 0.045 5 1 0.1 0 10 116 0.5
146 0.4 300 1000 0.045 5 1 0.1 0 10 116 0.5
147 0.5 300 1000 0.045 5 1 0.1 0 10 116 0.5
148 0.6 300 1000 0.045 5 1 0.1 0 10 116 0.5
149 0.7 300 1000 0.045 5 1 0.1 0 10 116 0.5
150 0.8 300 1000 0.045 5 1 0.1 0 10 116 0.5
151 0.4 100 500 0.055 5 1 0.1 0 10 116 0.5
152 0.5 100 500 0.055 5 1 0.1 0 10 116 0.5
153 0.6 100 500 0.055 5 1 0.1 0 10 116 0.5
154 0.7 100 500 0.055 5 1 0.1 0 10 116 0.5
155 0.8 100 500 0.055 5 1 0.1 0 10 116 0.5
156 0.4 200 500 0.055 5 1 0.1 0 10 116 0.5
157 0.5 200 500 0.055 5 1 0.1 0 10 116 0.5
158 0.6 200 500 0.055 5 1 0.1 0 10 116 0.5
159 0.7 200 500 0.055 5 1 0.1 0 10 116 0.5
160 0.8 200 500 0.055 5 1 0.1 0 10 116 0.5
161 0.4 300 500 0.055 5 1 0.1 0 10 116 0.5
162 0.5 300 500 0.055 5 1 0.1 0 10 116 0.5
163 0.6 300 500 0.055 5 1 0.1 0 10 116 0.5
164 0.7 300 500 0.055 5 1 0.1 0 10 116 0.5
165 0.8 300 500 0.055 5 1 0.1 0 10 116 0.5
166 0.4 100 1000 0.055 5 1 0.1 0 10 116 0.5
167 0.5 100 1000 0.055 5 1 0.1 0 10 116 0.5
168 0.6 100 1000 0.055 5 1 0.1 0 10 116 0.5
169 0.7 100 1000 0.055 5 1 0.1 0 10 116 0.5
170 0.8 100 1000 0.055 5 1 0.1 0 10 116 0.5
171 0.4 200 1000 0.055 5 1 0.1 0 10 116 0.5
172 0.5 200 1000 0.055 5 1 0.1 0 10 116 0.5
173 0.6 200 1000 0.055 5 1 0.1 0 10 116 0.5
174 0.7 200 1000 0.055 5 1 0.1 0 10 116 0.5
175 0.8 200 1000 0.055 5 1 0.1 0 10 116 0.5
176 0.4 300 1000 0.055 5 1 0.1 0 10 116 0.5
177 0.5 300 1000 0.055 5 1 0.1 0 10 116 0.5
178 0.6 300 1000 0.055 5 1 0.1 0 10 116 0.5
179 0.7 300 1000 0.055 5 1 0.1 0 10 116 0.5
180 0.8 300 1000 0.055 5 1 0.1 0 10 116 0.5
181 0.4 100 500 0.005 5 1 0.3 0 10 116 0.5
182 0.5 100 500 0.005 5 1 0.3 0 10 116 0.5
183 0.6 100 500 0.005 5 1 0.3 0 10 116 0.5
184 0.7 100 500 0.005 5 1 0.3 0 10 116 0.5
185 0.8 100 500 0.005 5 1 0.3 0 10 116 0.5
186 0.4 200 500 0.005 5 1 0.3 0 10 116 0.5
187 0.5 200 500 0.005 5 1 0.3 0 10 116 0.5
188 0.6 200 500 0.005 5 1 0.3 0 10 116 0.5
189 0.7 200 500 0.005 5 1 0.3 0 10 116 0.5
190 0.8 200 500 0.005 5 1 0.3 0 10 116 0.5
191 0.4 300 500 0.005 5 1 0.3 0 10 116 0.5
192 0.5 300 500 0.005 5 1 0.3 0 10 116 0.5
193 0.6 300 500 0.005 5 1 0.3 0 10 116 0.5
194 0.7 300 500 0.005 5 1 0.3 0 10 116 0.5
195 0.8 300 500 0.005 5 1 0.3 0 10 116 0.5
196 0.4 100 1000 0.005 5 1 0.3 0 10 116 0.5
197 0.5 100 1000 0.005 5 1 0.3 0 10 116 0.5
198 0.6 100 1000 0.005 5 1 0.3 0 10 116 0.5
199 0.7 100 1000 0.005 5 1 0.3 0 10 116 0.5
200 0.8 100 1000 0.005 5 1 0.3 0 10 116 0.5
201 0.4 200 1000 0.005 5 1 0.3 0 10 116 0.5
202 0.5 200 1000 0.005 5 1 0.3 0 10 116 0.5
203 0.6 200 1000 0.005 5 1 0.3 0 10 116 0.5
204 0.7 200 1000 0.005 5 1 0.3 0 10 116 0.5
205 0.8 200 1000 0.005 5 1 0.3 0 10 116 0.5
206 0.4 300 1000 0.005 5 1 0.3 0 10 116 0.5
207 0.5 300 1000 0.005 5 1 0.3 0 10 116 0.5
208 0.6 300 1000 0.005 5 1 0.3 0 10 116 0.5
209 0.7 300 1000 0.005 5 1 0.3 0 10 116 0.5
210 0.8 300 1000 0.005 5 1 0.3 0 10 116 0.5
211 0.4 100 500 0.015 5 1 0.3 0 10 116 0.5
212 0.5 100 500 0.015 5 1 0.3 0 10 116 0.5
213 0.6 100 500 0.015 5 1 0.3 0 10 116 0.5
214 0.7 100 500 0.015 5 1 0.3 0 10 116 0.5
215 0.8 100 500 0.015 5 1 0.3 0 10 116 0.5
216 0.4 200 500 0.015 5 1 0.3 0 10 116 0.5
217 0.5 200 500 0.015 5 1 0.3 0 10 116 0.5
218 0.6 200 500 0.015 5 1 0.3 0 10 116 0.5
219 0.7 200 500 0.015 5 1 0.3 0 10 116 0.5
220 0.8 200 500 0.015 5 1 0.3 0 10 116 0.5
221 0.4 300 500 0.015 5 1 0.3 0 10 116 0.5
222 0.5 300 500 0.015 5 1 0.3 0 10 116 0.5
223 0.6 300 500 0.015 5 1 0.3 0 10 116 0.5
224 0.7 300 500 0.015 5 1 0.3 0 10 116 0.5
225 0.8 300 500 0.015 5 1 0.3 0 10 116 0.5
226 0.4 100 1000 0.015 5 1 0.3 0 10 116 0.5
227 0.5 100 1000 0.015 5 1 0.3 0 10 116 0.5
228 0.6 100 1000 0.015 5 1 0.3 0 10 116 0.5
229 0.7 100 1000 0.015 5 1 0.3 0 10 116 0.5
230 0.8 100 1000 0.015 5 1 0.3 0 10 116 0.5
231 0.4 200 1000 0.015 5 1 0.3 0 10 116 0.5
232 0.5 200 1000 0.015 5 1 0.3 0 10 116 0.5
233 0.6 200 1000 0.015 5 1 0.3 0 10 116 0.5
234 0.7 200 1000 0.015 5 1 0.3 0 10 116 0.5
235 0.8 200 1000 0.015 5 1 0.3 0 10 116 0.5
236 0.4 300 1000 0.015 5 1 0.3 0 10 116 0.5
237 0.5 300 1000 0.015 5 1 0.3 0 10 116 0.5
238 0.6 300 1000 0.015 5 1 0.3 0 10 116 0.5
239 0.7 300 1000 0.015 5 1 0.3 0 10 116 0.5
240 0.8 300 1000 0.015 5 1 0.3 0 10 116 0.5
241 0.4 100 500 0.025 5 1 0.3 0 10 116 0.5
242 0.5 100 500 0.025 5 1 0.3 0 10 116 0.5
243 0.6 100 500 0.025 5 1 0.3 0 10 116 0.5
244 0.7 100 500 0.025 5 1 0.3 0 10 116 0.5
245 0.8 100 500 0.025 5 1 0.3 0 10 116 0.5
246 0.4 200 500 0.025 5 1 0.3 0 10 116 0.5
247 0.5 200 500 0.025 5 1 0.3 0 10 116 0.5
248 0.6 200 500 0.025 5 1 0.3 0 10 116 0.5
249 0.7 200 500 0.025 5 1 0.3 0 10 116 0.5
250 0.8 200 500 0.025 5 1 0.3 0 10 116 0.5
251 0.4 300 500 0.025 5 1 0.3 0 10 116 0.5
252 0.5 300 500 0.025 5 1 0.3 0 10 116 0.5
253 0.6 300 500 0.025 5 1 0.3 0 10 116 0.5
254 0.7 300 500 0.025 5 1 0.3 0 10 116 0.5
255 0.8 300 500 0.025 5 1 0.3 0 10 116 0.5
256 0.4 100 1000 0.025 5 1 0.3 0 10 116 0.5
257 0.5 100 1000 0.025 5 1 0.3 0 10 116 0.5
258 0.6 100 1000 0.025 5 1 0.3 0 10 116 0.5
259 0.7 100 1000 0.025 5 1 0.3 0 10 116 0.5
260 0.8 100 1000 0.025 5 1 0.3 0 10 116 0.5
261 0.4 200 1000 0.025 5 1 0.3 0 10 116 0.5
262 0.5 200 1000 0.025 5 1 0.3 0 10 116 0.5
263 0.6 200 1000 0.025 5 1 0.3 0 10 116 0.5
264 0.7 200 1000 0.025 5 1 0.3 0 10 116 0.5
265 0.8 200 1000 0.025 5 1 0.3 0 10 116 0.5
266 0.4 300 1000 0.025 5 1 0.3 0 10 116 0.5
267 0.5 300 1000 0.025 5 1 0.3 0 10 116 0.5
268 0.6 300 1000 0.025 5 1 0.3 0 10 116 0.5
269 0.7 300 1000 0.025 5 1 0.3 0 10 116 0.5
270 0.8 300 1000 0.025 5 1 0.3 0 10 116 0.5
271 0.4 100 500 0.035 5 1 0.3 0 10 116 0.5
272 0.5 100 500 0.035 5 1 0.3 0 10 116 0.5
273 0.6 100 500 0.035 5 1 0.3 0 10 116 0.5
274 0.7 100 500 0.035 5 1 0.3 0 10 116 0.5
275 0.8 100 500 0.035 5 1 0.3 0 10 116 0.5
276 0.4 200 500 0.035 5 1 0.3 0 10 116 0.5
277 0.5 200 500 0.035 5 1 0.3 0 10 116 0.5
278 0.6 200 500 0.035 5 1 0.3 0 10 116 0.5
279 0.7 200 500 0.035 5 1 0.3 0 10 116 0.5
280 0.8 200 500 0.035 5 1 0.3 0 10 116 0.5
281 0.4 300 500 0.035 5 1 0.3 0 10 116 0.5
282 0.5 300 500 0.035 5 1 0.3 0 10 116 0.5
283 0.6 300 500 0.035 5 1 0.3 0 10 116 0.5
284 0.7 300 500 0.035 5 1 0.3 0 10 116 0.5
285 0.8 300 500 0.035 5 1 0.3 0 10 116 0.5
286 0.4 100 1000 0.035 5 1 0.3 0 10 116 0.5
287 0.5 100 1000 0.035 5 1 0.3 0 10 116 0.5
288 0.6 100 1000 0.035 5 1 0.3 0 10 116 0.5
289 0.7 100 1000 0.035 5 1 0.3 0 10 116 0.5
290 0.8 100 1000 0.035 5 1 0.3 0 10 116 0.5
291 0.4 200 1000 0.035 5 1 0.3 0 10 116 0.5
292 0.5 200 1000 0.035 5 1 0.3 0 10 116 0.5
293 0.6 200 1000 0.035 5 1 0.3 0 10 116 0.5
294 0.7 200 1000 0.035 5 1 0.3 0 10 116 0.5
295 0.8 200 1000 0.035 5 1 0.3 0 10 116 0.5
296 0.4 300 1000 0.035 5 1 0.3 0 10 116 0.5
297 0.5 300 1000 0.035 5 1 0.3 0 10 116 0.5
298 0.6 300 1000 0.035 5 1 0.3 0 10 116 0.5
299 0.7 300 1000 0.035 5 1 0.3 0 10 116 0.5
300 0.8 300 1000 0.035 5 1 0.3 0 10 116 0.5
301 0.4 100 500 0.045 5 1 0.3 0 10 116 0.5
302 0.5 100 500 0.045 5 1 0.3 0 10 116 0.5
303 0.6 100 500 0.045 5 1 0.3 0 10 116 0.5
304 0.7 100 500 0.045 5 1 0.3 0 10 116 0.5
305 0.8 100 500 0.045 5 1 0.3 0 10 116 0.5
306 0.4 200 500 0.045 5 1 0.3 0 10 116 0.5
307 0.5 200 500 0.045 5 1 0.3 0 10 116 0.5
308 0.6 200 500 0.045 5 1 0.3 0 10 116 0.5
309 0.7 200 500 0.045 5 1 0.3 0 10 116 0.5
310 0.8 200 500 0.045 5 1 0.3 0 10 116 0.5
311 0.4 300 500 0.045 5 1 0.3 0 10 116 0.5
312 0.5 300 500 0.045 5 1 0.3 0 10 116 0.5
313 0.6 300 500 0.045 5 1 0.3 0 10 116 0.5
314 0.7 300 500 0.045 5 1 0.3 0 10 116 0.5
315 0.8 300 500 0.045 5 1 0.3 0 10 116 0.5
316 0.4 100 1000 0.045 5 1 0.3 0 10 116 0.5
317 0.5 100 1000 0.045 5 1 0.3 0 10 116 0.5
318 0.6 100 1000 0.045 5 1 0.3 0 10 116 0.5
319 0.7 100 1000 0.045 5 1 0.3 0 10 116 0.5
320 0.8 100 1000 0.045 5 1 0.3 0 10 116 0.5
321 0.4 200 1000 0.045 5 1 0.3 0 10 116 0.5
322 0.5 200 1000 0.045 5 1 0.3 0 10 116 0.5
323 0.6 200 1000 0.045 5 1 0.3 0 10 116 0.5
324 0.7 200 1000 0.045 5 1 0.3 0 10 116 0.5
325 0.8 200 1000 0.045 5 1 0.3 0 10 116 0.5
326 0.4 300 1000 0.045 5 1 0.3 0 10 116 0.5
327 0.5 300 1000 0.045 5 1 0.3 0 10 116 0.5
328 0.6 300 1000 0.045 5 1 0.3 0 10 116 0.5
329 0.7 300 1000 0.045 5 1 0.3 0 10 116 0.5
330 0.8 300 1000 0.045 5 1 0.3 0 10 116 0.5
331 0.4 100 500 0.055 5 1 0.3 0 10 116 0.5
332 0.5 100 500 0.055 5 1 0.3 0 10 116 0.5
333 0.6 100 500 0.055 5 1 0.3 0 10 116 0.5
334 0.7 100 500 0.055 5 1 0.3 0 10 116 0.5
335 0.8 100 500 0.055 5 1 0.3 0 10 116 0.5
336 0.4 200 500 0.055 5 1 0.3 0 10 116 0.5
337 0.5 200 500 0.055 5 1 0.3 0 10 116 0.5
338 0.6 200 500 0.055 5 1 0.3 0 10 116 0.5
339 0.7 200 500 0.055 5 1 0.3 0 10 116 0.5
340 0.8 200 500 0.055 5 1 0.3 0 10 116 0.5
341 0.4 300 500 0.055 5 1 0.3 0 10 116 0.5
342 0.5 300 500 0.055 5 1 0.3 0 10 116 0.5
343 0.6 300 500 0.055 5 1 0.3 0 10 116 0.5
344 0.7 300 500 0.055 5 1 0.3 0 10 116 0.5
345 0.8 300 500 0.055 5 1 0.3 0 10 116 0.5
346 0.4 100 1000 0.055 5 1 0.3 0 10 116 0.5
347 0.5 100 1000 0.055 5 1 0.3 0 10 116 0.5
348 0.6 100 1000 0.055 5 1 0.3 0 10 116 0.5
349 0.7 100 1000 0.055 5 1 0.3 0 10 116 0.5
350 0.8 100 1000 0.055 5 1 0.3 0 10 116 0.5
351 0.4 200 1000 0.055 5 1 0.3 0 10 116 0.5
352 0.5 200 1000 0.055 5 1 0.3 0 10 116 0.5
353 0.6 200 1000 0.055 5 1 0.3 0 10 116 0.5
354 0.7 200 1000 0.055 5 1 0.3 0 10 116 0.5
355 0.8 200 1000 0.055 5 1 0.3 0 10 116 0.5
356 0.4 300 1000 0.055 5 1 0.3 0 10 116 0.5
357 0.5 300 1000 0.055 5 1 0.3 0 10 116 0.5
358 0.6 300 1000 0.055 5 1 0.3 0 10 116 0.5
359 0.7 300 1000 0.055 5 1 0.3 0 10 116 0.5
360 0.8 300 1000 0.055 5 1 0.3 0 10 116 0.5
361 0.4 100 500 0.005 5 1 0.5 0 10 116 0.5
362 0.5 100 500 0.005 5 1 0.5 0 10 116 0.5
363 0.6 100 500 0.005 5 1 0.5 0 10 116 0.5
364 0.7 100 500 0.005 5 1 0.5 0 10 116 0.5
365 0.8 100 500 0.005 5 1 0.5 0 10 116 0.5
366 0.4 200 500 0.005 5 1 0.5 0 10 116 0.5
367 0.5 200 500 0.005 5 1 0.5 0 10 116 0.5
368 0.6 200 500 0.005 5 1 0.5 0 10 116 0.5
369 0.7 200 500 0.005 5 1 0.5 0 10 116 0.5
370 0.8 200 500 0.005 5 1 0.5 0 10 116 0.5
371 0.4 300 500 0.005 5 1 0.5 0 10 116 0.5
372 0.5 300 500 0.005 5 1 0.5 0 10 116 0.5
373 0.6 300 500 0.005 5 1 0.5 0 10 116 0.5
374 0.7 300 500 0.005 5 1 0.5 0 10 116 0.5
375 0.8 300 500 0.005 5 1 0.5 0 10 116 0.5
376 0.4 100 1000 0.005 5 1 0.5 0 10 116 0.5
377 0.5 100 1000 0.005 5 1 0.5 0 10 116 0.5
378 0.6 100 1000 0.005 5 1 0.5 0 10 116 0.5
379 0.7 100 1000 0.005 5 1 0.5 0 10 116 0.5
380 0.8 100 1000 0.005 5 1 0.5 0 10 116 0.5
381 0.4 200 1000 0.005 5 1 0.5 0 10 116 0.5
382 0.5 200 1000 0.005 5 1 0.5 0 10 116 0.5
383 0.6 200 1000 0.005 5 1 0.5 0 10 116 0.5
384 0.7 200 1000 0.005 5 1 0.5 0 10 116 0.5
385 0.8 200 1000 0.005 5 1 0.5 0 10 116 0.5
386 0.4 300 1000 0.005 5 1 0.5 0 10 116 0.5
387 0.5 300 1000 0.005 5 1 0.5 0 10 116 0.5
388 0.6 300 1000 0.005 5 1 0.5 0 10 116 0.5
389 0.7 300 1000 0.005 5 1 0.5 0 10 116 0.5
390 0.8 300 1000 0.005 5 1 0.5 0 10 116 0.5
391 0.4 100 500 0.015 5 1 0.5 0 10 116 0.5
392 0.5 100 500 0.015 5 1 0.5 0 10 116 0.5
393 0.6 100 500 0.015 5 1 0.5 0 10 116 0.5
394 0.7 100 500 0.015 5 1 0.5 0 10 116 0.5
395 0.8 100 500 0.015 5 1 0.5 0 10 116 0.5
396 0.4 200 500 0.015 5 1 0.5 0 10 116 0.5
397 0.5 200 500 0.015 5 1 0.5 0 10 116 0.5
398 0.6 200 500 0.015 5 1 0.5 0 10 116 0.5
399 0.7 200 500 0.015 5 1 0.5 0 10 116 0.5
400 0.8 200 500 0.015 5 1 0.5 0 10 116 0.5
401 0.4 300 500 0.015 5 1 0.5 0 10 116 0.5
402 0.5 300 500 0.015 5 1 0.5 0 10 116 0.5
403 0.6 300 500 0.015 5 1 0.5 0 10 116 0.5
404 0.7 300 500 0.015 5 1 0.5 0 10 116 0.5
405 0.8 300 500 0.015 5 1 0.5 0 10 116 0.5
406 0.4 100 1000 0.015 5 1 0.5 0 10 116 0.5
407 0.5 100 1000 0.015 5 1 0.5 0 10 116 0.5
408 0.6 100 1000 0.015 5 1 0.5 0 10 116 0.5
409 0.7 100 1000 0.015 5 1 0.5 0 10 116 0.5
410 0.8 100 1000 0.015 5 1 0.5 0 10 116 0.5
411 0.4 200 1000 0.015 5 1 0.5 0 10 116 0.5
412 0.5 200 1000 0.015 5 1 0.5 0 10 116 0.5
413 0.6 200 1000 0.015 5 1 0.5 0 10 116 0.5
414 0.7 200 1000 0.015 5 1 0.5 0 10 116 0.5
415 0.8 200 1000 0.015 5 1 0.5 0 10 116 0.5
416 0.4 300 1000 0.015 5 1 0.5 0 10 116 0.5
417 0.5 300 1000 0.015 5 1 0.5 0 10 116 0.5
418 0.6 300 1000 0.015 5 1 0.5 0 10 116 0.5
419 0.7 300 1000 0.015 5 1 0.5 0 10 116 0.5
420 0.8 300 1000 0.015 5 1 0.5 0 10 116 0.5
421 0.4 100 500 0.025 5 1 0.5 0 10 116 0.5
422 0.5 100 500 0.025 5 1 0.5 0 10 116 0.5
423 0.6 100 500 0.025 5 1 0.5 0 10 116 0.5
424 0.7 100 500 0.025 5 1 0.5 0 10 116 0.5
